Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
 Hyperthyroidism,  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation, , , , , , 
 Hyperthyroidism,  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation, , , , , , 
 Hyperthyroidism,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation, , , , , , , 
 Hyperthyroidism,  fatigue,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation, , , , , , , 
 Hyperthyroidism,  fatigue,  mood_swings,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation, , , , , , , 
 Hyperthyroidism,  fatigue,  mood_swings,  weight_loss,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation, , , , , , , 
 Hyperthyroidism,  fatigue,  mood_swings,  weight_loss,  restlessness,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation, , , , , , , 
 Hyperthyroidism,  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation, , , , , , , 
 Hyperthyroidism,  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation, , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances, , , , , , , , , 
 Hyperthyroidism,  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  muscle_weakness,  irritability,  abnormal_menstruation, , , , , , , 
 Hypoglycemia,  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  slurred_speech,  irritability,  palpitations, , , , , , 
 Hypoglycemia,  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations, , , , , 
 Hypoglycemia,  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations, , , , , 
 Hypoglycemia,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations, , , , , , 
 Hypoglycemia,  vomiting,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations, , , , , , 
 Hypoglycemia,  vomiting,  fatigue,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations, , , , , , 
 Hypoglycemia,  vomiting,  fatigue,  anxiety,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations, , , , , , 
 Hypoglycemia,  vomiting,  fatigue,  anxiety,  sweating,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations, , , , , , 
 Hypoglycemia,  vomiting,  fatigue,  anxiety,  sweating,  headache,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations, , , , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  stiff_neck,  depression,  irritability,  visual_disturbances, , , , , , , , , 
 Hypoglycemia,  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations, , , , , , 
 Osteoarthristis,  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking, , , , , , , , , , , 
 Osteoarthristis,  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking, , , , , , , , , , , 
 Osteoarthristis,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking, , , , , , , , , , , , 
 Osteoarthristis,  joint_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking, , , , , , , , , , , , 
 Osteoarthristis,  joint_pain,  neck_pain,  hip_joint_pain,  swelling_joints,  painful_walking, , , , , , , , , , , , 
 Osteoarthristis,  joint_pain,  neck_pain,  knee_pain,  swelling_joints,  painful_walking, , , , , , , , , , , , 
 Osteoarthristis,  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  painful_walking, , , , , , , , , , , , 
 Osteoarthristis,  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints, , , , , , , , , , , , 
 Osteoarthristis,  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking, , , , , , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  depression,  irritability,  visual_disturbances, , , , , , , , , 
 Osteoarthristis,  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking, , , , , , , , , , , 
 Arthritis,  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking, , , , , , , , , , , , 
 Arthritis,  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking, , , , , , , , , , , , 
 Arthritis,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking, , , , , , , , , , , , , 
 Arthritis,  muscle_weakness,  swelling_joints,  movement_stiffness,  painful_walking, , , , , , , , , , , , , 
 Arthritis,  muscle_weakness,  stiff_neck,  movement_stiffness,  painful_walking, , , , , , , , , , , , , 
 Arthritis,  muscle_weakness,  stiff_neck,  swelling_joints,  painful_walking, , , , , , , , , , , , , 
 Arthritis,  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking, , , , , , , , , , , , 
 Arthritis,  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness, , , , , , , , , , , , , 
 Arthritis,  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking, , , , , , , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  irritability,  visual_disturbances, , , , , , , , , 
 Arthritis,  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  loss_of_balance,  unsteadiness, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  spinning_movements,  unsteadiness, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance, , , , , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness, , , , , , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  visual_disturbances, , , , , , , , , 
 (vertigo) Paroymsal  Positional Vertigo,  vomiting,  headache,  nausea,  loss_of_balance,  unsteadiness, , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  blackheads,  scurring, , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  blackheads,  scurring, , , , , , , , , , , , , 
 Acne,  pus_filled_pimples,  blackheads,  scurring, , , , , , , , , , , , , , 
 Acne,  skin_rash,  blackheads,  scurring, , , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  scurring, , , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  blackheads, , , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  blackheads,  scurring, , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  blackheads, , , , , , , , , , , , , , 
 Acne,  skin_rash,  pus_filled_pimples,  scurring, , , , , , , , , , , , , , 
 Allergy,  shivering,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Migraine,  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability, , , , , , , , , 
 Acne,  skin_rash,  blackheads,  scurring, , , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , 
 Urinary tract infection,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  foul_smell_of urine, , , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Urinary tract infection,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , 
 Urinary tract infection,  burning_micturition,  bladder_discomfort,  continuous_feel_of_urine, , , , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , 
 Psoriasis,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  inflammatory_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , 
 Psoriasis,  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails, , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , 
 Impetigo,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  blister,  yellow_crust_ooze, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  blister,  red_sore_around_nose, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , 
 Cervical spondylosis,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , , 
 Impetigo,  skin_rash,  blister,  red_sore_around_nose,  yellow_crust_ooze, , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , 
 Fungal infection,  skin_rash,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  nodal_skin_eruptions, , , , , , , , , , , , , , 
 Fungal infection,  skin_rash,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  dischromic _patches, , , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  nodal_skin_eruptions, , , , , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  neck_pain,  dizziness,  loss_of_balance, , , , , , , , , , , , , 
 Fungal infection, itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches, , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  chills,  watering_from_eyes, , , , , , , , , , , , , 
 Allergy,  shivering,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  chills, , , , , , , , , , , , , , 
 Allergy,  shivering,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  chills,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  watering_from_eyes, , , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  chills, , , , , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  dizziness,  loss_of_balance, , , , , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  chills,  watering_from_eyes, , , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain, , , , , , , , , , , 
 GERD,  stomach_pain,  ulcers_on_tongue,  vomiting,  cough,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  vomiting,  cough,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  ulcers_on_tongue,  cough,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough, , , , , , , , , , , , 
 GERD,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  ulcers_on_tongue,  vomiting,  cough,  chest_pain, , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  vomiting,  cough,  chest_pain, , , , , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  loss_of_balance, , , , , , , , , , , , , 
 GERD,  stomach_pain,  acidity,  ulcers_on_tongue,  cough,  chest_pain, , , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , 
 Chronic cholestasis,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain, , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , 
 Cervical spondylosis,  back_pain,  weakness_in_limbs,  neck_pain,  dizziness, , , , , , , , , , , , , 
 Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , , 
 Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination, , , , , , , , , , , , 
 Drug Reaction, itching,  stomach_pain,  burning_micturition,  spotting_ urination, , , , , , , , , , , , , 
 Drug Reaction, itching,  skin_rash,  burning_micturition,  spotting_ urination, , , , , , , , , , , , , 
 Drug Reaction, itching,  skin_rash,  stomach_pain,  spotting_ urination, , , , , , , , , , , , , 
 Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition, , , , , , , , , , , , , 
 Drug Reaction,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination, , , , , , , , , , , , , 
